age,job,marital,education,default_credit,housing,loan,contact_target,month,day_of_week,dt_year,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,target_decision
39,unemployed,single,high-school,no,yes,no,telephone,apr,mon,2022,22,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,technician,married,basic-9y,no,yes,no,cellular,apr,mon,2022,904,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
31,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,239,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
47,self-employed,married,university-degree,no,no,no,cellular,apr,mon,2022,145,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
52,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,95,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
44,blue-collar,married,basic-6y,no,no,no,cellular,apr,mon,2022,400,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,221,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,318,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,management,married,university-degree,no,yes,no,cellular,apr,mon,2022,96,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
71,retired,married,university-degree,no,no,no,cellular,apr,mon,2022,349,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
38,admin,single,university-degree,no,yes,yes,cellular,apr,mon,2022,6,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
46,services,married,high-school,no,no,no,cellular,apr,mon,2022,91,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
52,services,married,basic-6y,no,yes,no,cellular,apr,mon,2022,44,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
49,entrepreneur,married,university-degree,no,yes,no,cellular,apr,mon,2022,48,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
52,services,married,basic-6y,no,no,no,cellular,apr,mon,2022,157,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
48,services,divorced,high-school,no,no,no,cellular,apr,mon,2022,715,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,married,high-school,no,no,no,cellular,apr,mon,2022,87,2,,2,failure,-1.8,93.075,-47.1,1.405,5099,no
56,housemaid,married,basic-4y,no,yes,no,cellular,apr,mon,2022,325,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
49,entrepreneur,married,university-degree,no,yes,no,cellular,apr,mon,2022,334,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
47,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,238,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,admin,married,university-degree,no,yes,yes,cellular,apr,mon,2022,245,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
75,retired,divorced,basic-4y,no,no,no,cellular,apr,mon,2022,227,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
23,admin,married,high-school,no,no,no,cellular,apr,mon,2022,297,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,technician,married,professional-course,no,yes,no,cellular,apr,mon,2022,38,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
53,admin,single,university-degree,no,no,no,cellular,apr,mon,2022,59,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,divorced,basic-9y,no,yes,no,cellular,apr,mon,2022,23,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,148,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
52,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,181,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
29,management,single,university-degree,no,no,no,cellular,apr,mon,2022,190,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
54,technician,married,high-school,no,yes,no,cellular,apr,mon,2022,82,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
31,services,married,high-school,no,no,no,telephone,apr,mon,2022,151,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
30,admin,single,high-school,no,yes,no,cellular,apr,mon,2022,180,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,253,3,,2,failure,-1.8,93.075,-47.1,1.405,5099,no
30,blue-collar,married,basic-4y,no,yes,no,cellular,apr,mon,2022,202,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,technician,married,high-school,no,no,no,cellular,apr,mon,2022,211,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
34,admin,married,basic-9y,no,yes,no,cellular,apr,mon,2022,63,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
45,blue-collar,married,basic-6y,no,yes,no,cellular,apr,mon,2022,170,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
34,entrepreneur,single,university-degree,no,no,no,cellular,apr,mon,2022,151,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
22,services,single,high-school,no,yes,no,cellular,apr,mon,2022,224,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
36,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,430,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,self-employed,single,university-degree,no,yes,no,cellular,apr,mon,2022,379,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
30,blue-collar,married,basic-4y,no,yes,no,cellular,apr,mon,2022,42,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
35,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,129,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
35,entrepreneur,divorced,university-degree,no,no,no,cellular,apr,mon,2022,76,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
52,admin,divorced,basic-9y,no,yes,yes,cellular,apr,mon,2022,20,5,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
31,services,divorced,high-school,no,no,no,cellular,apr,mon,2022,379,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,admin,divorced,university-degree,no,yes,no,telephone,apr,mon,2022,180,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
45,technician,married,high-school,no,yes,no,cellular,apr,mon,2022,116,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
33,technician,divorced,professional-course,no,yes,no,cellular,apr,mon,2022,153,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
31,self-employed,married,university-degree,no,yes,no,cellular,apr,mon,2022,291,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
43,blue-collar,married,basic-4y,no,yes,no,cellular,apr,mon,2022,268,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,blue-collar,married,high-school,no,yes,no,cellular,apr,mon,2022,143,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
45,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,174,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
55,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,247,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
56,housemaid,married,university-degree,no,yes,no,cellular,apr,mon,2022,148,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
31,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,98,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
59,self-employed,married,professional-course,no,yes,no,cellular,apr,mon,2022,121,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,single,basic-4y,no,yes,no,cellular,apr,mon,2022,326,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
30,technician,divorced,university-degree,no,no,no,cellular,apr,mon,2022,281,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
32,technician,married,university-degree,no,no,no,cellular,apr,mon,2022,345,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,blue-collar,married,high-school,no,yes,no,cellular,apr,mon,2022,53,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
24,admin,single,professional-course,no,yes,no,cellular,apr,mon,2022,97,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
57,services,married,high-school,no,yes,no,cellular,apr,mon,2022,113,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,married,high-school,no,no,no,cellular,apr,mon,2022,207,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
59,technician,divorced,professional-course,no,no,no,cellular,apr,mon,2022,185,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
50,admin,married,high-school,no,no,no,cellular,apr,mon,2022,177,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
25,self-employed,divorced,university-degree,no,no,no,cellular,apr,mon,2022,111,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
44,management,married,university-degree,no,no,no,cellular,apr,mon,2022,44,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
25,self-employed,divorced,university-degree,no,no,no,cellular,apr,mon,2022,241,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
25,self-employed,divorced,university-degree,no,no,yes,cellular,apr,mon,2022,163,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
32,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,237,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,management,married,university-degree,no,no,no,cellular,apr,mon,2022,666,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,admin,divorced,basic-9y,no,yes,yes,cellular,apr,mon,2022,137,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,management,married,university-degree,no,yes,no,cellular,apr,mon,2022,305,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
43,management,married,university-degree,no,yes,no,cellular,apr,mon,2022,87,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
37,admin,married,high-school,no,no,no,cellular,apr,mon,2022,131,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
21,student,single,high-school,no,yes,no,cellular,apr,mon,2022,110,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
32,management,single,university-degree,no,no,no,cellular,apr,mon,2022,333,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,management,single,university-degree,no,yes,no,cellular,apr,mon,2022,48,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,blue-collar,married,basic-9y,no,no,no,cellular,apr,mon,2022,86,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
36,technician,married,basic-9y,no,yes,no,cellular,apr,mon,2022,419,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
51,blue-collar,divorced,basic-4y,no,no,yes,cellular,apr,mon,2022,16,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
45,services,divorced,basic-9y,no,yes,no,cellular,apr,mon,2022,325,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
21,self-employed,single,university-degree,no,yes,yes,cellular,apr,mon,2022,169,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
31,services,divorced,high-school,no,yes,no,cellular,apr,mon,2022,97,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
54,technician,married,high-school,no,no,no,cellular,apr,mon,2022,58,3,,2,failure,-1.8,93.075,-47.1,1.405,5099,no
31,services,divorced,high-school,no,yes,no,cellular,apr,mon,2022,267,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
21,self-employed,single,university-degree,no,yes,no,cellular,apr,mon,2022,345,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
53,admin,married,professional-course,no,yes,no,cellular,apr,mon,2022,476,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,admin,single,university-degree,no,no,no,cellular,apr,mon,2022,115,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,entrepreneur,married,high-school,no,yes,no,cellular,apr,mon,2022,257,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,management,married,university-degree,no,no,no,cellular,apr,mon,2022,163,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
38,blue-collar,married,high-school,no,no,no,telephone,apr,mon,2022,340,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
48,services,divorced,high-school,no,yes,no,cellular,apr,mon,2022,436,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
36,admin,married,high-school,no,yes,no,cellular,apr,mon,2022,53,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,blue-collar,married,basic-4y,no,yes,yes,cellular,apr,mon,2022,172,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,technician,single,university-degree,no,yes,yes,cellular,apr,mon,2022,861,6,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
31,services,married,basic-9y,no,no,no,cellular,apr,mon,2022,74,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,admin,single,basic-6y,no,no,no,cellular,apr,mon,2022,28,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,admin,single,basic-6y,no,no,no,cellular,apr,mon,2022,170,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
24,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,393,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,technician,married,professional-course,no,yes,yes,cellular,apr,mon,2022,168,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
32,technician,single,professional-course,no,yes,yes,cellular,apr,mon,2022,230,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
43,management,married,university-degree,no,no,no,cellular,apr,mon,2022,48,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
41,blue-collar,married,basic-4y,no,no,no,cellular,apr,mon,2022,243,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
46,blue-collar,single,university-degree,no,no,no,cellular,apr,mon,2022,1422,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
31,services,divorced,high-school,no,no,no,cellular,apr,mon,2022,150,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,admin,married,high-school,no,no,yes,cellular,apr,mon,2022,239,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
24,admin,single,professional-course,no,no,no,cellular,apr,mon,2022,267,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
40,blue-collar,married,basic-4y,no,yes,yes,cellular,apr,mon,2022,45,4,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
41,admin,married,professional-course,no,yes,yes,cellular,apr,mon,2022,528,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
39,admin,single,high-school,no,yes,yes,cellular,apr,mon,2022,55,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,72,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
31,technician,single,professional-course,no,yes,no,telephone,apr,mon,2022,16,12,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,management,married,university-degree,no,yes,yes,cellular,apr,mon,2022,228,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
40,blue-collar,married,basic-4y,no,no,no,cellular,apr,mon,2022,687,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
35,technician,married,university-degree,no,yes,no,cellular,apr,mon,2022,90,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
29,technician,single,basic-9y,no,yes,no,cellular,apr,mon,2022,114,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
37,blue-collar,married,high-school,no,yes,no,cellular,apr,mon,2022,233,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
21,student,single,high-school,no,no,no,cellular,apr,mon,2022,258,4,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
36,services,married,high-school,no,yes,no,cellular,apr,mon,2022,334,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,management,married,university-degree,no,yes,no,cellular,apr,mon,2022,143,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
27,technician,single,university-degree,no,no,yes,cellular,apr,mon,2022,400,5,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
31,services,single,high-school,no,yes,yes,cellular,apr,mon,2022,289,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
35,management,married,university-degree,no,no,no,cellular,apr,mon,2022,81,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,services,married,university-degree,no,yes,no,cellular,apr,mon,2022,155,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,services,married,high-school,no,no,no,cellular,apr,mon,2022,1010,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
25,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,137,1,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
52,entrepreneur,married,basic-9y,no,yes,yes,telephone,apr,mon,2022,67,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
25,admin,single,university-degree,no,no,yes,cellular,apr,mon,2022,120,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
31,services,married,basic-9y,no,yes,no,cellular,apr,mon,2022,1030,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
47,technician,married,basic-9y,no,yes,no,cellular,apr,mon,2022,151,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
35,admin,divorced,university-degree,no,yes,yes,cellular,apr,mon,2022,121,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
31,admin,single,university-degree,no,yes,yes,cellular,apr,mon,2022,885,5,,1,failure,-1.8,93.075,-47.1,1.405,5099,yes
69,retired,divorced,basic-4y,no,no,no,cellular,apr,mon,2022,92,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,married,basic-6y,no,yes,no,cellular,apr,mon,2022,724,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
69,retired,divorced,basic-4y,no,yes,no,cellular,apr,mon,2022,453,1,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
34,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,58,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
37,admin,married,basic-9y,no,yes,no,cellular,apr,mon,2022,304,7,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
34,admin,married,basic-9y,no,yes,no,cellular,apr,mon,2022,401,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,blue-collar,married,basic-4y,no,no,no,cellular,apr,mon,2022,246,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,single,basic-4y,no,yes,no,cellular,apr,mon,2022,108,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
31,services,married,basic-9y,no,no,no,cellular,apr,mon,2022,643,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,management,married,university-degree,no,no,yes,cellular,apr,mon,2022,76,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
35,admin,single,basic-9y,no,no,no,cellular,apr,mon,2022,91,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
32,blue-collar,single,basic-6y,no,no,no,cellular,apr,mon,2022,87,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,blue-collar,married,high-school,no,yes,no,cellular,apr,mon,2022,89,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
34,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,81,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,married,professional-course,no,yes,no,cellular,apr,mon,2022,93,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
35,services,married,high-school,no,no,no,cellular,apr,mon,2022,226,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,housemaid,married,basic-4y,no,yes,no,cellular,apr,mon,2022,172,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,admin,single,high-school,no,no,no,cellular,apr,mon,2022,121,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,249,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
34,blue-collar,single,basic-9y,no,yes,no,cellular,apr,mon,2022,8,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,divorced,basic-9y,no,no,no,cellular,apr,mon,2022,10,6,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
45,blue-collar,married,basic-6y,no,yes,no,cellular,apr,mon,2022,132,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,services,married,university-degree,no,no,no,cellular,apr,mon,2022,890,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
31,admin,single,university-degree,no,yes,no,cellular,apr,mon,2022,10,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
57,self-employed,married,basic-4y,no,yes,no,telephone,apr,mon,2022,534,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
56,retired,divorced,university-degree,no,yes,no,cellular,apr,mon,2022,529,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
43,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,8,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
36,technician,married,basic-9y,no,yes,yes,cellular,apr,mon,2022,7,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,housemaid,married,basic-4y,no,yes,no,cellular,apr,mon,2022,8,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,admin,married,professional-course,no,no,no,cellular,apr,mon,2022,9,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
23,student,single,high-school,no,no,no,cellular,apr,mon,2022,400,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
24,technician,single,professional-course,no,yes,no,cellular,apr,mon,2022,200,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
38,services,married,high-school,no,yes,no,cellular,apr,mon,2022,22,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
29,admin,single,high-school,no,yes,no,telephone,apr,mon,2022,32,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
33,blue-collar,married,high-school,no,yes,no,cellular,apr,mon,2022,52,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,technician,single,professional-course,no,no,no,cellular,apr,mon,2022,69,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
50,admin,married,high-school,no,yes,no,cellular,apr,mon,2022,562,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
35,services,married,basic-9y,no,yes,no,telephone,apr,mon,2022,26,4,,2,failure,-1.8,93.075,-47.1,1.405,5099,no
46,services,married,high-school,no,no,no,cellular,apr,mon,2022,124,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
33,services,single,high-school,no,no,no,cellular,apr,mon,2022,11,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
31,technician,single,professional-course,no,yes,no,cellular,apr,mon,2022,21,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,admin,single,university-degree,no,no,no,cellular,apr,mon,2022,140,4,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
43,blue-collar,married,basic-6y,no,no,no,cellular,apr,mon,2022,87,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,married,basic-9y,no,no,yes,cellular,apr,mon,2022,116,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
36,technician,married,basic-6y,no,no,no,cellular,apr,mon,2022,316,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
24,admin,married,professional-course,no,yes,no,cellular,apr,mon,2022,102,6,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
57,technician,married,university-degree,no,no,no,cellular,apr,mon,2022,72,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
40,management,married,university-degree,no,no,no,cellular,apr,mon,2022,31,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
47,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,9,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,admin,divorced,high-school,no,no,no,cellular,apr,mon,2022,190,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
38,technician,single,professional-course,no,yes,no,cellular,apr,mon,2022,152,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
38,entrepreneur,married,basic-9y,no,yes,no,cellular,apr,mon,2022,13,4,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
49,admin,married,university-degree,no,yes,no,cellular,apr,mon,2022,404,6,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
34,blue-collar,married,basic-6y,no,yes,no,telephone,apr,mon,2022,7,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
46,admin,single,university-degree,no,no,no,cellular,apr,mon,2022,277,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,services,single,professional-course,no,yes,no,cellular,apr,mon,2022,93,3,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
30,student,single,university-degree,no,yes,no,cellular,apr,mon,2022,23,6,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
49,entrepreneur,married,university-degree,no,no,yes,cellular,apr,mon,2022,281,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
35,technician,married,university-degree,no,yes,no,cellular,apr,mon,2022,20,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
41,blue-collar,married,professional-course,no,no,no,cellular,apr,mon,2022,233,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
45,blue-collar,divorced,basic-4y,no,no,no,telephone,apr,mon,2022,197,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,blue-collar,married,basic-4y,no,no,no,cellular,apr,mon,2022,220,3,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
28,admin,single,high-school,no,no,no,cellular,apr,mon,2022,1333,5,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,yes
51,blue-collar,married,basic-9y,no,yes,no,cellular,apr,mon,2022,104,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
42,blue-collar,married,basic-4y,no,yes,no,cellular,apr,mon,2022,179,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
37,blue-collar,single,professional-course,no,yes,no,cellular,apr,mon,2022,12,5,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
37,admin,married,university-degree,no,no,no,cellular,apr,mon,2022,69,2,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
60,retired,married,basic-6y,no,yes,no,cellular,apr,mon,2022,579,2,,1,failure,-1.8,93.075,-47.1,1.405,5099,no
49,services,married,high-school,no,no,no,cellular,apr,mon,2022,173,4,,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
